table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),
".Whitewater-Elkhorn, WI Micro Area","106,029"
".Williston, ND Micro Area","40,763"
".Willmar, MN Micro Area","44,674"
".Wilmington, OH Micro Area","42,019"
".Wilson, NC Micro Area","79,958"
".Winchester, TN Micro Area","45,137"
".Winnemucca, NV Micro Area","17,116"
".Winona, MN Micro Area","49,973"
".Wisconsin Rapids-Marshfield, WI Micro Area","73,943"
".Woodward, OK Micro Area","19,991"
".Wooster, OH Micro Area","116,632"
".Worthington, MN Micro Area","21,969"
".Yankton, SD Micro Area","23,509"
".Zanesville, OH Micro Area","86,582"
".Zapata, TX Micro Area","13,819"
".Abilene, TX Metro Area","184,278"
".Akron, OH Metro Area","702,209"
".Albany, GA Metro Area","145,451"
".Albany, OR Metro Area","132,474"
".Albany-Schenectady-Troy, NY Metro Area","913,485"
".Albuquerque, NM Metro Area","926,303"
".Alexandria, LA Metro Area","148,008"
".Allentown-Bethlehem-Easton, PA-NJ Metro Area","886,418"
".Altoona, PA Metro Area","120,269"
".Amarillo, TX Metro Area","274,650"
".Ames, IA Metro Area","129,227"
".Amherst Town-Northampton, MA Metro Area","165,399"
".Anchorage, AK Metro Area","407,213"
".Ann Arbor, MI Metro Area","373,875"
".Anniston-Oxford, AL Metro Area","116,427"
".Appleton, WI Metro Area","248,992"
".Asheville, NC Metro Area","422,333"
".Athens-Clarke County, GA Metro Area","223,689"
".Atlanta-Sandy Springs-Roswell, GA Metro Area","6,411,149"
"..Atlanta-Sandy Springs-Roswell, GA Metro Division","4,991,637"
"..Marietta, GA Metro Division","1,419,512"
".Atlantic City-Hammonton, NJ Metro Area","372,989"
".Auburn-Opelika, AL Metro Area","206,006"
".Augusta-Richmond County, GA-SC Metro Area","636,760"
".Austin-Round Rock-San Marcos, TX Metro Area","2,550,637"
".Bakersfield-Delano, CA Metro Area","922,529"
".Baltimore-Columbia-Towson, MD Metro Area","2,859,024"
".Bangor, ME Metro Area","156,840"
".Barnstable Town, MA Metro Area","232,570"
".Baton Rouge, LA Metro Area","882,652"
".Battle Creek, MI Metro Area","133,785"
".Bay City, MI Metro Area","102,651"
".Beaumont-Port Arthur, TX Metro Area","398,733"
".Beckley, WV Metro Area","110,979"
".Bellingham, WA Metro Area","234,954"
".Bend, OR Metro Area","264,407"
".Billings, MT Metro Area","192,531"
".Binghamton, NY Metro Area","243,971"
".Birmingham, AL Metro Area","1,192,583"
".Bismarck, ND Metro Area","139,183"
".Blacksburg-Christiansburg-Radford, VA Metro Area","182,041"
".Bloomington, IL Metro Area","172,069"
".Bloomington, IN Metro Area","162,553"
".Boise City, ID Metro Area","845,877"
".Boston-Cambridge-Newton, MA-NH Metro Area","5,025,517"
"..Boston, MA Metro Division","2,075,988"
"..Cambridge-Newton-Framingham, MA Metro Division","2,492,894"
"..Rockingham County-Strafford County, NH Metro Division","456,635"
".Boulder, CO Metro Area","330,262"
".Bowling Green, KY Metro Area","195,159"
".Bozeman, MT Metro Area","126,984"
".Bremerton-Silverdale-Port Orchard, WA Metro Area","281,420"
".Bridgeport-Stamford-Danbury, CT Metro Area","972,679"
".Brownsville-Harlingen, TX Metro Area","431,874"
".Brunswick-St. Simons, GA Metro Area","117,135"
".Buffalo-Cheektowaga, NY Metro Area","1,160,172"
".Burlington, NC Metro Area","183,040"
".Burlington-South Burlington, VT Metro Area","229,445"
".Canton-Massillon, OH Metro Area","400,551"
".Cape Coral-Fort Myers, FL Metro Area","860,959"
".Cape Girardeau, MO-IL Metro Area","98,862"
".Carson City, NV Metro Area","58,148"
".Casper, WY Metro Area","80,410"
".Cedar Rapids, IA Metro Area","278,677"
".Chambersburg, PA Metro Area","159,285"
".Champaign-Urbana, IL Metro Area","242,453"
".Charleston, WV Metro Area","202,091"
".Charleston-North Charleston, SC Metro Area","869,940"
".Charlotte-Concord-Gastonia, NC-SC Metro Area","2,883,370"
".Charlottesville, VA Metro Area","227,336"
".Chattanooga, TN-GA Metro Area","588,050"
".Cheyenne, WY Metro Area","101,783"
".Chicago-Naperville-Elgin, IL-IN Metro Area","9,408,576"
"..Chicago-Naperville-Schaumburg, IL Metro Division","7,198,136"
"..Elgin, IL Metro Division","765,503"
"..Lake County, IL Metro Division","718,604"
"..Lake County-Porter County-Jasper County, IN Metro Division","726,333"
".Chico, CA Metro Area","208,334"
".Cincinnati, OH-KY-IN Metro Area","2,302,815"
".Clarksville, TN-KY Metro Area","345,955"
".Cleveland, OH Metro Area","2,171,877"
".Cleveland, TN Metro Area","132,120"
".Coeur d'Alene, ID Metro Area","188,323"
".College Station-Bryan, TX Metro Area","287,462"
".Colorado Springs, CO Metro Area","777,634"
".Columbia, MO Metro Area","219,426"
".Columbia, SC Metro Area","870,193"
".Columbus, GA-AL Metro Area","324,343"
".Columbus, IN Metro Area","84,741"
".Columbus, OH Metro Area","2,225,377"
".Corpus Christi, TX Metro Area","450,187"
".Corvallis, OR Metro Area","98,899"
".Crestview-Fort Walton Beach-Destin, FL Metro Area","310,149"
".Dallas-Fort Worth-Arlington, TX Metro Area","8,344,032"
"..Dallas-Plano-Irving, TX Metro Division","5,641,795"
"..Fort Worth-Arlington-Grapevine, TX Metro Division","2,702,237"
".Dalton, GA Metro Area","146,386"
".Daphne-Fairhope-Foley, AL Metro Area","261,608"
".Davenport-Moline-Rock Island, IA-IL Metro Area","381,801"
".Dayton-Kettering-Beavercreek, OH Metro Area","821,740"
".Decatur, AL Metro Area","159,651"
".Decatur, IL Metro Area","100,737"
".Deltona-Daytona Beach-Ormond Beach, FL Metro Area","739,516"
".Denver-Aurora-Centennial, CO Metro Area","3,052,498"
".Des Moines-West Des Moines, IA Metro Area","753,913"
".Detroit-Warren-Dearborn, MI Metro Area","4,400,578"
"..Detroit-Dearborn-Livonia, MI Metro Division","1,771,063"
"..Warren-Troy-Farmington Hills, MI Metro Division","2,629,515"
".Dothan, AL Metro Area","154,766"
".Dover, DE Metro Area","192,690"
".Dubuque, IA Metro Area","99,242"
".Duluth, MN-WI Metro Area","281,815"
".Durham-Chapel Hill, NC Metro Area","620,522"
".Eagle Pass, TX Metro Area","58,829"
".Eau Claire, WI Metro Area","176,153"
".El Centro, CA Metro Area","181,724"
".Elizabethtown, KY Metro Area","127,954"
".Elkhart-Goshen, IN Metro Area","207,436"
".Elmira, NY Metro Area","81,115"
".El Paso, TX Metro Area","879,392"
".Enid, OK Metro Area","62,007"
".Erie, PA Metro Area","267,750"
".Eugene-Springfield, OR Metro Area","382,396"
".Evansville, IN Metro Area","271,793"
".Fairbanks-College, AK Metro Area","94,951"
".Fargo, ND-MN Metro Area","267,793"
".Farmington, NM Metro Area","120,817"
".Fayetteville, NC Metro Area","393,812"
".Fayetteville-Springdale-Rogers, AR Metro Area","605,615"
".Flagstaff, AZ Metro Area","145,161"
".Flint, MI Metro Area","402,279"
".Florence, SC Metro Area","200,474"
".Florence-Muscle Shoals, AL Metro Area","156,287"
".Fond du Lac, WI Metro Area","104,269"
".Fort Collins-Loveland, CO Metro Area","374,574"
".Fort Smith, AR-OK Metro Area","232,848"
".Fort Wayne, IN Metro Area","462,978"
".Fresno, CA Metro Area","1,189,557"
".Gadsden, AL Metro Area","103,207"
".Gainesville, FL Metro Area","359,780"
".Gainesville, GA Metro Area","221,745"
".Gettysburg, PA Metro Area","107,914"
".Glens Falls, NY Metro Area","125,127"
".Goldsboro, NC Metro Area","120,338"
".Grand Forks, ND-MN Metro Area","104,184"
".Grand Island, NE Metro Area","77,278"
".Grand Junction, CO Metro Area","161,260"
".Grand Rapids-Wyoming-Kentwood, MI Metro Area","1,178,826"
".Grants Pass, OR Metro Area","88,276"
".Great Falls, MT Metro Area","84,523"
".Greeley, CO Metro Area","369,745"
".Green Bay, WI Metro Area","334,697"
".Greensboro-High Point, NC Metro Area","800,722"
".Greenville, NC Metro Area","180,783"
".Greenville-Anderson-Greer, SC Metro Area","996,680"
".Gulfport-Biloxi, MS Metro Area","426,793"
".Hagerstown-Martinsburg, MD-WV Metro Area","311,295"
".Hammond, LA Metro Area","139,823"
".Hanford-Corcoran, CA Metro Area","154,913"
".Harrisburg-Carlisle, PA Metro Area","615,361"
".Harrisonburg, VA Metro Area","138,838"
".Hartford-West Hartford-East Hartford, CT Metro Area","1,169,048"
".Hattiesburg, MS Metro Area","156,575"
".Helena, MT Metro Area","96,735"
".Hickory-Lenoir-Morganton, NC Metro Area","373,031"
".Hilton Head Island-Bluffton-Port Royal, SC Metro Area","237,393"
".Hinesville, GA Metro Area","89,046"
".Homosassa Springs, FL Metro Area","170,174"
".Hot Springs, AR Metro Area","99,902"
".Houma-Bayou Cane-Thibodaux, LA Metro Area","199,206"
".Houston-Pasadena-The Woodlands, TX Metro Area","7,796,182"
".Huntington-Ashland, WV-KY-OH Metro Area","366,920"
".Huntsville, AL Metro Area","542,297"
".Idaho Falls, ID Metro Area","171,233"
".Indianapolis-Carmel-Greenwood, IN Metro Area","2,174,833"
".Iowa City, IA Metro Area","182,711"
".Ithaca, NY Metro Area","105,602"
".Jackson, MI Metro Area","160,233"
".Jackson, MS Metro Area","606,178"
".Jackson, TN Metro Area","183,680"
".Jacksonville, FL Metro Area","1,760,548"
".Jacksonville, NC Metro Area","212,954"
".Janesville-Beloit, WI Metro Area","165,461"
".Jefferson City, MO Metro Area","151,523"
".Johnson City, TN Metro Area","214,948"
".Johnstown, PA Metro Area","130,108"
".Jonesboro, AR Metro Area","138,152"
".Joplin, MO-KS Metro Area","207,131"
".Kahului-Wailuku, HI Metro Area","163,769"
".Kalamazoo-Portage, MI Metro Area","264,780"
".Kankakee, IL Metro Area","106,410"
".Kansas City, MO-KS Metro Area","2,253,579"
".Kennewick-Richland, WA Metro Area","319,428"
".Kenosha, WI Metro Area","168,754"
".Killeen-Temple, TX Metro Area","509,487"
".Kingsport-Bristol, TN-VA Metro Area","313,876"
".Kingston, NY Metro Area","182,977"
".Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area","711,730"
".Knoxville, TN Metro Area","957,608"
".Kokomo, IN Metro Area","84,082"
".La Crosse-Onalaska, WI-MN Metro Area","170,763"
".Lafayette, LA Metro Area","419,704"
".Lafayette-West Lafayette, IN Metro Area","229,701"
".Lake Charles, LA Metro Area","242,975"
".Lake Havasu City-Kingman, AZ Metro Area","226,479"
".Lakeland-Winter Haven, FL Metro Area","852,878"
".Lancaster, PA Metro Area","563,293"
".Lansing-East Lansing, MI Metro Area","479,971"
".Laredo, TX Metro Area","272,823"
".Las Cruces, NM Metro Area","229,366"
".Las Vegas-Henderson-North Las Vegas, NV Metro Area","2,398,871"
".Lawrence, KS Metro Area","121,989"
".Lawton, OK Metro Area","126,899"
".Lebanon, PA Metro Area","145,319"
".Lewiston, ID-WA Metro Area","65,370"
".Lewiston-Auburn, ME Metro Area","115,272"
".Lexington-Fayette, KY Metro Area","533,366"
".Lexington Park, MD Metro Area","211,382"
".Lima, OH Metro Area","100,866"
".Lincoln, NE Metro Area","350,626"
".Little Rock-North Little Rock-Conway, AR Metro Area","769,258"
".Logan, UT-ID Metro Area","161,125"
".Longview, TX Metro Area","295,490"
".Longview-Kelso, WA Metro Area","113,982"
".Los Angeles-Long Beach-Anaheim, CA Metro Area","12,927,614"
"..Anaheim-Santa Ana-Irvine, CA Metro Division","3,170,435"
"..Los Angeles-Long Beach-Glendale, CA Metro Division","9,757,179"
".Louisville/Jefferson County, KY-IN Metro Area","1,394,234"
".Lubbock, TX Metro Area","367,109"
".Lynchburg, VA Metro Area","266,432"
".Macon-Bibb County, GA Metro Area","237,617"
".Madison, WI Metro Area","707,606"
".Manchester-Nashua, NH Metro Area","430,462"
".Manhattan, KS Metro Area","134,892"
".Mankato, MN Metro Area","105,193"
".Mansfield, OH Metro Area","124,853"
".McAllen-Edinburg-Mission, TX Metro Area","914,820"
".Medford, OR Metro Area","221,331"
".Memphis, TN-MS-AR Metro Area","1,339,345"
".Merced, CA Metro Area","296,774"
".Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","6,457,988"
"..Fort Lauderdale-Pompano Beach-Sunrise, FL Metro Division","2,037,472"
"..Miami-Miami Beach-Kendall, FL Metro Division","2,838,461"
"..West Palm Beach-Boca Raton-Delray Beach, FL Metro Division","1,582,055"
".Michigan City-La Porte, IN Metro Area","111,348"
".Midland, MI Metro Area","84,022"
".Midland, TX Metro Area","188,766"
".Milwaukee-Waukesha, WI Metro Area","1,574,452"
".Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","3,757,952"
".Minot, ND Metro Area","75,938"
".Missoula, MT Metro Area","127,741"
".Mobile, AL Metro Area","412,339"
".Modesto, CA Metro Area","556,972"
".Monroe, LA Metro Area","221,921"
".Monroe, MI Metro Area","156,045"
".Montgomery, AL Metro Area","387,885"
".Morgantown, WV Metro Area","142,752"
".Morristown, TN Metro Area","126,932"
".Mount Vernon-Anacortes, WA Metro Area","132,736"
".Muncie, IN Metro Area","112,951"
".Muskegon-Norton Shores, MI Metro Area","177,428"
".Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area","413,391"
".Napa, CA Metro Area","132,727"
".Naples-Marco Island, FL Metro Area","416,233"
".Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","2,150,553"
".New Haven, CT Metro Area","576,718"
".New Orleans-Metairie, LA Metro Area","966,230"
".New York-Newark-Jersey City, NY-NJ Metro Area","19,940,274"
"..Lakewood-New Brunswick, NJ Metro Division","2,561,540"
"..Nassau County-Suffolk County, NY Metro Division","2,928,347"
"..Newark, NJ Metro Division","2,277,892"
"..New York-Jersey City-White Plains, NY-NJ Metro Division","12,172,495"
".Niles, MI Metro Area","152,703"
".North Port-Bradenton-Sarasota, FL Metro Area","934,956"
".Norwich-New London-Willimantic, CT Metro Area","282,602"
".Ocala, FL Metro Area","428,905"
".Odessa, TX Metro Area","170,022"
".Ogden, UT Metro Area","667,681"
".Oklahoma City, OK Metro Area","1,497,821"
".Olympia-Lacey-Tumwater, WA Metro Area","302,912"
".Omaha, NE-IA Metro Area","1,001,010"
".Orlando-Kissimmee-Sanford, FL Metro Area","2,940,513"
".Oshkosh-Neenah, WI Metro Area","173,307"
".Owensboro, KY Metro Area","113,583"
".Oxnard-Thousand Oaks-Ventura, CA Metro Area","835,427"
".Paducah, KY-IL Metro Area","102,395"
".Palm Bay-Melbourne-Titusville, FL Metro Area","658,447"
".Panama City-Panama City Beach, FL Metro Area","226,221"
".Parkersburg-Vienna, WV Metro Area","87,681"
".Pensacola-Ferry Pass-Brent, FL Metro Area","538,928"
".Peoria, IL Metro Area","364,565"
".Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","6,330,422"
"..Camden, NJ Metro Division","1,321,286"
"..Montgomery County-Bucks County-Chester County, PA Metro Division","2,090,066"
"..Philadelphia, PA Metro Division","2,158,798"
"..Wilmington, DE-MD-NJ Metro Division","760,272"
".Phoenix-Mesa-Chandler, AZ Metro Area","5,186,958"
".Pinehurst-Southern Pines, NC Metro Area","108,417"
".Pittsburgh, PA Metro Area","2,429,917"
".Pittsfield, MA Metro Area","128,726"
".Pocatello, ID Metro Area","91,010"
".Portland-South Portland, ME Metro Area","571,534"
".Portland-Vancouver-Hillsboro, OR-WA Metro Area","2,537,904"
".Port St. Lucie, FL Metro Area","556,336"
".Prescott Valley-Prescott, AZ Metro Area","252,013"
".Providence-Warwick, RI-MA Metro Area","1,700,901"
".Provo-Orem-Lehi, UT Metro Area","760,531"
".Pueblo, CO Metro Area","169,866"
".Punta Gorda, FL Metro Area","212,122"
".Racine-Mount Pleasant, WI Metro Area","198,651"
".Raleigh-Cary, NC Metro Area","1,562,009"
".Rapid City, SD Metro Area","156,227"
".Reading, PA Metro Area","439,117"
".Redding, CA Metro Area","181,121"
".Reno, NV Metro Area","575,110"
".Richmond, VA Metro Area","1,370,165"
".Riverside-San Bernardino-Ontario, CA Metro Area","4,744,214"
".Roanoke, VA Metro Area","315,749"
".Rochester, MN Metro Area","230,742"
".Rochester, NY Metro Area","1,057,218"
".Rockford, IL Metro Area","337,103"
".Rocky Mount, NC Metro Area","147,114"
".Rome, GA Metro Area","101,390"
".Sacramento-Roseville-Folsom, CA Metro Area","2,463,127"
".Saginaw, MI Metro Area","187,714"
".St. Cloud, MN Metro Area","205,878"
".St. George, UT Metro Area","207,943"
".St. Joseph, MO-KS Metro Area","119,124"
".St. Louis, MO-IL Metro Area","2,811,927"
".Salem, OR Metro Area","443,416"
".Salinas, CA Metro Area","436,251"
".Salisbury, MD Metro Area","131,570"
".Salt Lake City-Murray, UT Metro Area","1,300,762"
".San Angelo, TX Metro Area","121,629"
".San Antonio-New Braunfels, TX Metro Area","2,763,006"
".San Diego-Chula Vista-Carlsbad, CA Metro Area","3,298,799"
".Sandusky, OH Metro Area","113,533"
".San Francisco-Oakland-Fremont, CA Metro Area","4,648,486"
"..Oakland-Fremont-Berkeley, CA Metro Division","2,821,667"
"..San Francisco-San Mateo-Redwood City, CA Metro Division","1,570,419"
"..San Rafael, CA Metro Division","256,400"
".San Jose-Sunnyvale-Santa Clara, CA Metro Area","1,995,484"
".San Luis Obispo-Paso Robles, CA Metro Area","281,843"
".Santa Cruz-Watsonville, CA Metro Area","262,406"
".Santa Fe, NM Metro Area","157,765"
".Santa Maria-Santa Barbara, CA Metro Area","444,500"
".Santa Rosa-Petaluma, CA Metro Area","485,375"
".Savannah, GA Metro Area","431,589"
".Scranton--Wilkes-Barre, PA Metro Area","574,009"
".Seattle-Tacoma-Bellevue, WA Metro Area","4,145,494"
"..Everett, WA Metro Division","864,113"
"..Seattle-Bellevue-Kent, WA Metro Division","2,340,211"
"..Tacoma-Lakewood, WA Metro Division","941,170"
".Sebastian-Vero Beach-West Vero Corridor, FL Metro Area","172,139"
".Sebring, FL Metro Area","109,778"
".Sheboygan, WI Metro Area","118,331"
".Sherman-Denison, TX Metro Area","150,532"
".Shreveport-Bossier City, LA Metro Area","383,269"
".Sierra Vista-Douglas, AZ Metro Area","125,773"
".Sioux City, IA-NE-SD Metro Area","145,994"
".Sioux Falls, SD-MN Metro Area","308,266"
".Slidell-Mandeville-Covington, LA Metro Area","277,615"
".South Bend-Mishawaka, IN-MI Metro Area","325,294"
".Spartanburg, SC Metro Area","395,934"
".Spokane-Spokane Valley, WA Metro Area","604,962"
".Springfield, IL Metro Area","206,308"
".Springfield, MA Metro Area","464,151"
".Springfield, MO Metro Area","496,975"
".Springfield, OH Metro Area","134,985"
".State College, PA Metro Area","159,805"
".Staunton-Stuarts Draft, VA Metro Area","128,481"
".Stockton-Lodi, CA Metro Area","816,108"
".Sumter, SC Metro Area","104,776"
".Syracuse, NY Metro Area","655,189"
".Tallahassee, FL Metro Area","397,675"
".Tampa-St. Petersburg-Clearwater, FL Metro Area","3,424,560"
"..St. Petersburg-Clearwater-Largo, FL Metro Division","965,870"
"..Tampa, FL Metro Division","2,458,690"
".Terre Haute, IN Metro Area","168,874"
".Texarkana, TX-AR Metro Area","145,576"
".Toledo, OH Metro Area","601,396"
".Topeka, KS Metro Area","232,648"
".Traverse City, MI Metro Area","156,634"
".Trenton-Princeton, NJ Metro Area","392,138"
".Tucson, AZ Metro Area","1,080,149"
".Tulsa, OK Metro Area","1,059,803"
".Tuscaloosa, AL Metro Area","281,963"
".Twin Falls, ID Metro Area","122,565"
".Tyler, TX Metro Area","249,091"
".Urban Honolulu, HI Metro Area","998,747"
".Utica-Rome, NY Metro Area","287,932"
".Valdosta, GA Metro Area","152,588"
".Vallejo, CA Metro Area","455,101"
".Victoria, TX Metro Area","99,170"
".Vineland, NJ Metro Area","155,678"
".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area","1,794,278"
".Visalia, CA Metro Area","483,546"
".Waco, TX Metro Area","307,123"
".Walla Walla, WA Metro Area","62,068"
".Warner Robins, GA Metro Area","204,110"
".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","6,436,489"
"..Arlington-Alexandria-Reston, VA-WV Metro Division","3,211,542"
"..Frederick-Gaithersburg-Bethesda, MD Metro Division","1,381,590"
"..Washington, DC-MD Metro Division","1,843,357"
".Waterbury-Shelton, CT Metro Area","462,220"
".Waterloo-Cedar Falls, IA Metro Area","170,081"
".Watertown-Fort Drum, NY Metro Area","113,140"
".Wausau, WI Metro Area","139,091"
".Weirton-Steubenville, WV-OH Metro Area","113,239"
".Wenatchee-East Wenatchee, WA Metro Area","127,023"
".Wheeling, WV-OH Metro Area","135,136"
".Wichita, KS Metro Area","661,217"
".Wichita Falls, TX Metro Area","149,869"
".Wildwood-The Villages, FL Metro Area","154,693"
".Williamsport, PA Metro Area","113,236"
".Wilmington, NC Metro Area","480,522"
".Winchester, VA-WV Metro Area","149,702"
".Winston-Salem, NC Metro Area","705,187"
".Worcester, MA Metro Area","881,248"
".Yakima, WA Metro Area","258,523"
".York-Hanover, PA Metro Area","471,240"
".Youngstown-Warren, OH Metro Area","426,086"
".Yuba City, CA Metro Area","186,014"
".Yuma, AZ Metro Area","220,310"